id,uid,created_at,first_name,last_name,gender,language,birth_date,email,phone_number,token,city_id,country_id,business_id,device_library_identifier,push_token,device,is_pass_updated,pass_updated_at,last_active_at,apple_last_signaled_at,signedUpBusinessBranchId,referredByCustomerId,is_ghost
29,988e1281,2025-07-27 19:43:51.000,Brent,Taylor,MALE,ES,1992-12-26,gregorysolomon@example.org,+34672620846,b14028c00e0546f484e3fc3c1df81d42,8,1,1,6fc68a60,a59eced4,ANDROID,0,2026-04-13 21:24:44.000,2026-02-10 19:43:51.000,,1,,0
30,2871bfae,2025-05-31 19:43:51.000,Christian,Harmon,MALE,ES,2002-07-06,mikemclaughlin@example.net,+34682225018,d99121f8a6fd4949bb026e06a67df50a,3,1,1,bfab89f9,3c936bfc,APPLE,1,2026-04-26 13:42:13.000,2026-04-08 19:43:51.000,2026-04-03 19:43:51.000,2,,0
31,83f5a92a,2025-05-06 19:43:51.000,Katrina,Khan,FEMALE,ES,1976-11-01,jenniferdavis@example.net,+34612234149,0ce18c301d83408884aea71a0c1607ec,10,1,1,c089a3ff,446d20d7,APPLE,0,2026-03-10 12:12:40.000,2026-03-21 19:43:51.000,2026-03-21 19:43:51.000,2,,0
32,31ea21f6,2024-12-08 19:43:51.000,Tammy,Peterson,FEMALE,ES,1981-06-27,vosborn@example.net,+34609563217,a21ba5d0fe05468ca59365d3768338fb,14,1,1,acbb7fc4,e02109b3,APPLE,0,2026-03-12 04:22:39.000,2026-02-24 19:43:51.000,2026-02-19 19:43:51.000,2,14,0
33,2aa33ad3,2026-01-22 19:43:51.000,James,Gilbert,MALE,ES,1977-09-20,jaredklein@example.org,+34622247119,a0d48b0fbe7e4cdca6ab5b0e4b1a21f4,4,1,1,e6feb136,38c4561d,ANDROID,1,2026-03-10 04:04:01.000,2026-05-06 19:43:51.000,,1,,0
34,341dbb65,2026-03-18 19:43:51.000,Matthew,Miller,MALE,ES,1990-05-13,bradley37@example.net,+34616076264,7dd40ae8a1c742fea091e43ac6e04dee,4,1,1,b1f62848,295d4427,APPLE,1,2026-04-21 14:46:46.000,2026-04-08 19:43:51.000,2026-04-06 19:43:51.000,2,,0
35,3b6796b6,2024-08-30 19:43:51.000,Briana,Jackson,FEMALE,ES,1993-07-22,butlerdavid@example.org,+34623133610,e33befd9fa16403498987f9c3f3747e7,11,1,1,b6a422a6,5740be2c,APPLE,1,2026-04-15 20:31:30.000,2026-04-27 19:43:51.000,2026-04-25 19:43:51.000,1,,0
36,d8c725c4,2024-09-20 19:43:51.000,Deborah,Allen,FEMALE,ES,1982-05-04,hkeller@example.org,+34637277685,4eebd8a72f584da8a1a1230927bfb6cd,8,1,1,29f3a006,2637ded5,APPLE,1,2026-05-02 11:30:59.000,2026-01-19 19:43:51.000,2026-01-19 19:43:51.000,1,,0
37,c65f285e,2025-08-08 19:43:51.000,Karl,Lopez,MALE,ES,1982-07-26,karen12@example.net,+34617551887,39f9faccbf524961b4d797831b16d193,1,1,1,1dac6411,27310282,ANDROID,1,2026-04-28 23:25:02.000,2026-04-02 19:43:51.000,,1,,0
38,36e2b62c,2024-06-17 19:43:51.000,Joshua,Wilson,MALE,ES,1975-05-18,ashley48@example.com,+34637444172,83d7cd46680a49a1aac32ec3fcbedae8,4,1,1,2a00e664,c62598e9,APPLE,0,2026-04-04 12:37:40.000,2026-03-13 19:43:51.000,2026-03-11 19:43:51.000,2,,0
39,0ffba0c5,2024-07-21 19:43:51.000,Sherri,Lane,FEMALE,ES,1965-03-12,yharris@example.com,+34648536268,a47d2bc554f7428eaa7c58838e764237,10,1,1,75eb9c01,b6bc66e0,APPLE,0,2026-04-20 02:45:34.000,2025-05-12 19:43:51.000,2025-05-11 19:43:51.000,2,,0
40,7b1a60a0,2025-01-19 19:43:51.000,Carmen,Kelly,OTHER,ES,1965-10-11,mcgeejames@example.net,+34638557421,47345cdf92634a45869b718044bb8d3e,7,1,1,60b1b3b0,f74fcdea,ANDROID,1,2026-03-23 21:20:50.000,2026-04-14 19:43:51.000,,1,,0
41,6529d102,2024-05-30 19:43:51.000,Stephen,Lynch,MALE,ES,1999-02-09,anthonydavis@example.com,+34660476143,25c9ba2dd6cc49d58d4c1d70038c4246,8,1,1,c30c611a,494134a7,ANDROID,1,2026-05-03 05:07:58.000,2025-12-04 19:43:51.000,,1,,0
42,8cbe44f4,2025-09-03 19:43:51.000,Ashley,Clark,FEMALE,ES,1987-07-09,powellkristin@example.com,+34667263681,62425b14f3eb4b6ab8f0e4f6ac06bd5c,6,1,1,9484b6a6,17b7c06e,APPLE,1,2026-05-01 18:11:48.000,2026-04-23 19:43:51.000,2026-04-23 19:43:51.000,2,29,0
43,7bb0b560,2024-08-28 19:43:51.000,Ryan,Peterson,MALE,ES,1995-12-06,jonathan32@example.com,+34691084507,6991c3dd301a4abd8a9f03a745177a8c,11,1,1,b4625953,d35d7017,ANDROID,1,2026-04-12 13:09:14.000,2026-02-13 19:43:51.000,,1,,0
44,38488699,2025-08-10 19:43:51.000,Samuel,Davis,MALE,ES,1980-08-09,hortonangela@example.com,+34669833067,17c850105be54f5787149f68c00996b7,11,1,1,92f3ed93,33f42f6d,APPLE,1,2026-03-22 11:33:25.000,2026-04-26 19:43:51.000,2026-04-23 19:43:51.000,2,3,0
45,a329b6a6,2025-11-06 19:43:51.000,Kimberly,Sandoval,FEMALE,ES,1995-10-21,james89@example.com,+34641908788,3412f2a86e004eedb2b6d45b64bf1a38,7,1,1,1ca5b332,192bf71b,BOTH,1,2026-04-08 23:09:36.000,2026-03-14 19:43:51.000,2026-03-12 19:43:51.000,1,,0
46,1dab19ba,2025-10-23 19:43:51.000,Eric,Lee,MALE,ES,1975-12-17,angelicamcneil@example.com,+34698760550,6dd381e29feb4836843af8e45b93c564,14,1,1,a9d0de9b,663ef9e7,APPLE,1,2026-03-27 23:35:41.000,2026-01-14 19:43:51.000,2026-01-13 19:43:51.000,1,,0
47,596f8795,2025-12-09 19:43:51.000,Ashley,Herrera,FEMALE,ES,1969-09-28,matthew13@example.net,+34667066320,a77f131bb777403e8c47849d900a2404,13,1,1,b0cbc1ed,c01c9af6,APPLE,0,2026-04-24 14:27:34.000,2026-04-15 19:43:51.000,2026-04-11 19:43:51.000,2,,0
48,167669d0,2025-03-27 19:43:51.000,Theresa,Good,FEMALE,ES,1997-10-03,aaronsnyder@example.net,+5219827182653,b1c0d8777a2a447987d6894a511faed7,28,2,2,da3364a9,2c06a825,APPLE,1,2026-04-06 15:23:15.000,2025-08-09 19:43:51.000,2025-08-06 19:43:51.000,3,,0
49,06ed589c,2025-12-03 19:43:51.000,George,Hall,MALE,ES,2002-05-06,anna50@example.org,+5210398313549,5e1de5c654aa49b3bd34e04e3db3673f,27,2,2,b9b8f1ba,83333c33,APPLE,0,2026-03-26 18:12:35.000,2026-01-04 19:43:51.000,2025-12-31 19:43:51.000,4,,0
50,5e864678,2024-12-07 19:43:51.000,Alan,Mack,MALE,ES,1986-09-15,wclark@example.org,+5213054982438,bcc00cf5434b4830ba883d5156a049a7,30,2,2,,,NONE,0,,2026-02-22 19:43:51.000,,4,,0
51,8d461438,2025-04-30 19:43:51.000,Cynthia,Gonzalez,FEMALE,ES,1969-08-24,chungandrew@example.com,+5218167806643,68864b3be5404db1805f44e8c59e4ea0,26,2,2,88f91473,e0bed0d6,ANDROID,0,2026-05-01 19:17:29.000,2026-02-15 19:43:51.000,,3,,0
52,f4507779,2025-12-17 19:43:51.000,Denise,Perkins,FEMALE,ES,1974-11-17,ernestpierce@example.org,+5211503701709,49b14522018e4cdb970c701ad12bd365,18,2,2,3277e8b4,1f982654,APPLE,1,2026-03-27 17:20:45.000,2026-03-05 19:43:51.000,2026-03-02 19:43:51.000,4,,0
53,5188ef49,2024-12-20 19:43:51.000,Alexis,Roberts,FEMALE,ES,1969-08-06,markjefferson@example.org,+5216282968244,c0e22f247b9047309bcc2ae4b8559275,29,2,2,690483b4,c9732f54,APPLE,1,2026-04-23 22:59:37.000,2025-12-01 19:43:51.000,2025-12-01 19:43:51.000,3,,0
54,070e91f3,2025-11-20 19:43:51.000,Ricky,Smith,MALE,ES,1994-11-09,xmorgan@example.org,+5211168069196,5607add4f12342d6a780269efdee8c47,29,2,2,b2b46a26,d695a1bf,APPLE,0,2026-04-26 19:27:21.000,2026-01-09 19:43:51.000,2026-01-06 19:43:51.000,4,,0
55,267be5d8,2026-02-22 19:43:51.000,Max,Rivera,MALE,ES,1972-08-02,pearsonalexis@example.net,+5212634443596,af0bc2c9d83f4669b55c709271b8f4c3,26,2,2,,,NONE,0,,2026-03-14 19:43:51.000,,3,,0
56,0b761e61,2025-03-25 19:43:51.000,Jonathon,Williams,MALE,ES,1965-12-24,martinryan@example.com,+5214242536909,2221e744673c4d8ea5fb836659e8a7f4,17,2,2,91a670dc,deea4b7d,BOTH,1,2026-03-19 04:40:24.000,2026-01-17 19:43:51.000,2026-01-16 19:43:51.000,4,,0
57,5e6c86f8,2025-06-28 19:43:51.000,Melinda,Underwood,FEMALE,ES,1968-04-20,tylerevans@example.com,+5216702436524,23459a53fdb546159c03b50b7eab0b88,16,2,2,e25b808c,13699f8e,APPLE,1,2026-03-23 03:51:04.000,2026-04-18 19:43:51.000,2026-04-15 19:43:51.000,4,,0
58,4e83d004,2026-01-17 19:43:51.000,Rita,Alexander,FEMALE,ES,1982-11-01,brittany55@example.org,+5213648821597,1ae36792935f41b986bbf2a09965df68,23,2,2,2c8c19d5,eac7abb2,APPLE,0,2026-03-31 23:43:21.000,2026-04-15 19:43:51.000,2026-04-10 19:43:51.000,4,,0
59,2b2f195e,2025-10-05 19:43:51.000,Joanna,Long,FEMALE,ES,1994-10-25,fwhite@example.net,+5219864912594,8cc439010d7641929e98ef8373a864d2,25,2,2,f8f41566,582ca528,BOTH,1,2026-05-06 21:20:57.000,2026-04-06 19:43:51.000,2026-04-01 19:43:51.000,3,,0
60,5224cdca,2024-05-08 19:43:51.000,Heather,Powell,FEMALE,ES,1975-07-19,wyattkristen@example.net,+5219206661799,26a00787d4064175898cbbe847822a31,22,2,2,e445829f,97f19ec0,BOTH,0,2026-05-02 08:59:20.000,2026-02-16 19:43:51.000,2026-02-13 19:43:51.000,3,,0
61,55327551,2024-06-03 19:43:51.000,Emily,Wilson,FEMALE,ES,1995-07-18,richardskimberly@example.org,+5218777925604,e0637d83370f4f5b9a615b833a61a63d,17,2,2,584ec86e,b9563afd,ANDROID,0,2026-04-10 08:00:25.000,2026-02-15 19:43:51.000,,3,,0
62,4e195bc3,2025-07-25 19:43:51.000,Kathryn,Williams,FEMALE,ES,1977-10-03,shouse@example.net,+5212260001440,830f830a56614305991b88142d5d57cb,26,2,2,4a036a39,f3d15b17,ANDROID,1,2026-04-20 17:25:11.000,2026-04-09 19:43:51.000,,3,51,0
63,5d8f0ce2,2024-05-08 19:43:51.000,Angel,Reynolds,MALE,ES,1979-01-28,jodiortiz@example.com,+5214913410389,292be46c215d44fba62716c39ff027c5,23,2,2,45207ab0,af3bebb5,ANDROID,1,2026-05-02 21:21:46.000,2024-07-16 19:43:51.000,,3,,0
64,63f6e056,2026-02-04 19:43:51.000,Amy,Ross,FEMALE,ES,1989-05-06,trios@example.com,+5212405920823,b7f1e20434934127bb61c8806818b624,21,2,2,67e2028d,48a85826,ANDROID,1,2026-03-11 16:20:32.000,2026-03-12 19:43:51.000,,4,,0
65,713d7050,2024-05-08 19:43:51.000,Ian,Green,MALE,ES,2004-07-05,martinkristin@example.net,+5219805682017,48bc9ccc0245410bb59bd1d6018d7089,26,2,2,7c3ff507,f13b0291,ANDROID,1,2026-04-16 11:58:31.000,2025-01-25 19:43:51.000,,3,,1
66,db53a1b8,2024-12-17 19:43:51.000,Catherine,Mendez,OTHER,ES,1974-11-24,cruzstacy@example.org,+5214043474125,7be56990a67c4388957b396de8c91e37,19,2,2,88db1803,725ee17d,BOTH,1,2026-04-18 05:18:16.000,2026-03-05 19:43:51.000,2026-03-02 19:43:51.000,4,,0
67,d6a339d7,2025-01-20 19:43:51.000,Amy,Hernandez,FEMALE,ES,1975-02-16,steven53@example.org,+5215036192025,8d63fcf5695541feb87bf473ce659750,29,2,2,6ec338ef,8ecd6db0,APPLE,1,2026-04-28 23:19:08.000,2025-12-15 19:43:51.000,2025-12-11 19:43:51.000,3,63,0
68,8701739a,2025-05-20 19:43:51.000,Paul,Kelly,MALE,ES,1976-05-28,wmontgomery@example.net,+5214474890476,afc2a66c9e0b4569843c50ff8e4cc3de,16,2,2,7ea7e7d1,4d37945f,APPLE,1,2026-05-06 08:21:29.000,2026-01-05 19:43:51.000,2026-01-02 19:43:51.000,3,,0
69,abc8af53,2024-12-09 19:43:51.000,Lindsay,Werner,FEMALE,ES,1985-02-25,robertmitchell@example.org,+5219170851732,ce1bbcfbe97746f4ba52063a90000716,29,2,2,78d3433c,2b85b226,BOTH,1,2026-03-30 15:34:26.000,2025-09-19 19:43:51.000,2025-09-17 19:43:51.000,3,,0
70,d7b3f11f,2025-08-24 19:43:51.000,Robert,Atkinson,MALE,ES,1965-06-12,woodsrebecca@example.net,+5218115744965,4a55b9231268490bbfe6b1d257e40c35,19,2,2,,,NONE,0,,2026-04-02 19:43:51.000,,3,,0
71,6de9e560,2025-10-12 19:43:51.000,Jeffery,Randall,MALE,ES,1983-01-19,zcurry@example.net,+5213045418403,4657bb612fc4459caf8d8dcc271a115c,25,2,2,,,NONE,0,,2026-02-24 19:43:51.000,,4,,0
72,2eff456e,2024-05-08 19:43:51.000,Stephanie,Smith,FEMALE,ES,1990-03-25,fscott@example.com,+5210385886407,0a531f1eeb7b431dbfb2edd0935d8dee,24,2,2,a281a699,cabb4e0d,APPLE,1,2026-03-18 21:57:55.000,2025-10-08 19:43:51.000,2025-10-06 19:43:51.000,3,,1
73,a483e8c9,2025-09-08 19:43:51.000,Mark,Robinson,MALE,ES,1978-12-08,andrea36@example.com,+5215623039744,f8d84d1d44594496957083a389c2d90b,29,2,2,cc941373,6063ad93,APPLE,0,2026-05-03 07:04:56.000,2025-12-12 19:43:51.000,2025-12-12 19:43:51.000,4,,0
74,baf93347,2024-09-23 19:43:51.000,Scott,Shepard,MALE,ES,1975-01-22,lewisdavid@example.com,+5211991843113,f90f48439d1a4bd496d0e55c29e93745,26,2,2,,,NONE,0,,2026-01-07 19:43:51.000,,4,,0
75,564f8115,2025-01-19 19:43:51.000,Eddie,Marquez,MALE,ES,1986-09-02,gibsonshannon@example.net,+5215263211960,02ebfb6ba3db4bda8d0c05c353d2ae71,20,2,2,cdec6e7d,efd70c48,APPLE,1,2026-04-26 17:53:17.000,2025-05-15 19:43:51.000,2025-05-10 19:43:51.000,3,65,0
76,fd52d4fa,2024-05-08 19:43:51.000,Rebecca,Guerra,FEMALE,ES,1982-06-23,jonathancook@example.net,+5214470823171,1485ffda767141c4ba4a92fb45ab6f41,20,2,2,6ad6c0c3,02a67407,APPLE,1,2026-03-14 05:28:05.000,2026-03-21 19:43:51.000,2026-03-17 19:43:51.000,4,,0
77,86c76215,2025-03-06 19:43:51.000,Teresa,Watson,OTHER,ES,1973-07-06,qhall@example.org,+5213596053026,1aba98456e3f4d0c9275e89d896a236a,17,2,2,56502b28,7b2bfea8,BOTH,1,2026-03-27 21:28:07.000,2026-01-12 19:43:51.000,2026-01-11 19:43:51.000,4,,0
78,e9eb7556,2024-08-18 19:43:51.000,Daniel,Bond,MALE,ES,1968-07-08,wrightchristine@example.org,+5210663605028,2671fd814a4748f0b42aa3f7e97f93f4,30,2,2,,,NONE,0,,2026-03-21 19:43:51.000,,4,,0
79,1717adc8,2024-11-26 19:43:51.000,Amanda,Rivas,FEMALE,ES,2002-02-06,tdavis@example.org,+5210302520945,6a9fba5d2c1645d39876b91ee9ff5c82,18,2,2,26ff5e11,9c291f49,ANDROID,1,2026-04-24 20:46:34.000,2026-02-28 19:43:51.000,,3,54,0
80,045d3210,2025-02-23 19:43:51.000,Brandon,Dennis,MALE,ES,1976-07-02,robertramirez@example.net,+5210986027574,8a089432037341429cfcdc10b7b381cf,26,2,2,46f60511,c1bd062a,APPLE,1,2026-04-27 12:01:55.000,2026-03-13 19:43:51.000,2026-03-08 19:43:51.000,4,,0
81,18c4f98a,2025-09-21 19:43:51.000,Mary,Singh,FEMALE,ES,1979-09-03,ronaldrobinson@example.net,+5211808189655,b3b215a706b44158b84966ee2183a6c8,24,2,2,20ef657c,2ac6a8b2,APPLE,0,2026-05-02 00:01:28.000,2026-03-07 19:43:51.000,2026-03-05 19:43:51.000,4,,0
82,9f1aa5b2,2024-10-28 19:43:51.000,Kimberly,Ramirez,FEMALE,ES,1974-02-16,davidjones@example.org,+5219705660361,ae504e4e3cd64803b9d7a1f36a088d2f,28,2,2,4e025257,a3d886c3,APPLE,1,2026-03-18 04:40:05.000,2026-01-13 19:43:51.000,2026-01-09 19:43:51.000,3,,0
83,b8d0b2fb,2024-12-06 19:43:51.000,Sandra,Pacheco,FEMALE,ES,1990-01-05,debra80@example.net,+5213515850153,5bb6e284bed24671bf2797c4c14f085b,26,2,2,96edc0c8,a3e58262,APPLE,0,2026-04-05 07:05:10.000,2026-04-18 19:43:51.000,2026-04-13 19:43:51.000,3,,0
84,acfb62a7,2025-09-08 19:43:51.000,Cameron,Harrison,MALE,ES,1998-08-19,darlenedavis@example.com,+5210522441339,be3a96ff08434334a9f98a47bd36d14a,21,2,2,72efb468,18620c5d,APPLE,1,2026-04-12 20:27:08.000,2026-01-11 19:43:51.000,2026-01-11 19:43:51.000,3,,0
85,dd632774,2025-03-14 19:43:51.000,Taylor,Hunt,FEMALE,ES,1994-10-02,keithwright@example.org,+5215719189866,052dda70390d40be99207ae3b35472eb,27,2,2,308c3565,855dbf32,ANDROID,1,2026-04-29 16:17:33.000,2025-12-23 19:43:51.000,,3,68,0
86,435f5e59,2025-08-02 19:43:51.000,John,Gaines,MALE,ES,1985-12-20,hensonbradley@example.net,+5217487680570,c06bd91662214cc78e5f2567c54d1c1a,28,2,2,95ca5ab7,50f2cf7d,APPLE,0,2026-03-24 09:29:19.000,2026-03-22 19:43:51.000,2026-03-17 19:43:51.000,3,,0
87,bcf90880,2024-08-11 19:43:51.000,Travis,Duarte,MALE,ES,1971-10-06,dennislewis@example.com,+5212095673332,774b728b8fc444278cb95117521acb48,27,2,2,68b1dead,4c9af025,ANDROID,1,2026-04-20 17:43:08.000,2025-12-18 19:43:51.000,,4,,0
88,a8033d78,2024-05-10 19:43:51.000,Steven,Woods,MALE,ES,2000-03-11,ashleypoole@example.com,+5213267699242,626dbf78df9b494399ee8def76585fc3,23,2,2,ecaad281,60cf3663,APPLE,1,2026-03-24 00:39:39.000,2026-05-03 19:43:51.000,2026-04-28 19:43:51.000,4,,0
